company,email,industry,city,state,country,originalWebsite,source,status,personalisedColdEmail,mockupEmail,personalizedObservation,salesNote,tags,leadScore,estimatedValue,lowestEstimate,highestEstimate,dateAdded
AJL Pool and Landscaping,info@ajlpoolandlandscaping.com,Pool building,Albuquerque,NM,USA,https://ajlpoolandlandscaping.com,cold-outreach,researched,"Subject: your build gallery

Hi [First Name],

Your builds look excellent. I went looking for one like mine and scrolled past sixty that weren't. Then couldn't find a starting number.

So they call whoever showed them a pool like theirs, with a number attached.

Gallery filterable by size, style and budget. A starting number said out loud.

So here's what I'll do. I'll build AJL Pool and Landscaping that homepage. Free. Not a slide, not a proposal — the actual page, designed for your business. Yours to keep whether you hire me or not.

Want me to build it?

[Sender Name]
Bothmade","Subject: AJL Pool and Landscaping — built it

Built it. Here.

Builds filterable by size, style and budget band, with a starting range stated plainly and a timeline from signing to swimming.

Static design, so nothing on it works yet. I'd rather show you the real idea than a fake demo.

One question: would you publish a starting price, or does that cost you more than it wins?

[Sender Name]","the gallery cannot be sorted, so nobody finds a build that looks like their own yard",info@ on their own domain — the convention. Worth a quick check before a big send.,field-run-008;pool-building;NM;convention-email,75,10000,"$5,000","$18,000",06082026
Aqua Techs Pools and Spas,info@aquatechsofalbuquerque.com,Pool building,Albuquerque,NM,USA,https://aquatechsofalbuquerque.com,cold-outreach,researched,"Subject: what does one like mine cost

Hi [First Name],

Your builds look excellent. I went looking for one like mine and scrolled past sixty that weren't. Then couldn't find a starting number.

So they call whoever showed them a pool like theirs, with a number attached.

Gallery filterable by size, style and budget. A starting number said out loud.

Here's my offer. I'll design that page for Aqua Techs Pools and Spas and send it over. No charge, no meeting to get it, no invoice at the end. Keep it either way — I'd rather you saw the work than read about it.

Should I send it over?

[Sender Name]
Bothmade","Subject: built it

Here it is — Aqua Techs Pools and Spas, as promised.

Builds filterable by size, style and budget band, with a starting range stated plainly and a timeline from signing to swimming.

Static design, so nothing on it works yet. I'd rather show you the real idea than a fake demo.

One question: would you publish a starting price, or does that cost you more than it wins?

[Sender Name]","the gallery cannot be sorted, so nobody finds a build that looks like their own yard",info@ on their own domain — the convention. Worth a quick check before a big send.,field-run-008;pool-building;NM;convention-email,75,10000,"$5,000","$18,000",06082026
Bella Domicile,info@belladomicile.com,Kitchen and bath remodeling,Madison,WI,USA,https://belladomicile.com,cold-outreach,researched,"Subject: quoting jobs that were never real

Hi [First Name],

Looked at Bella Domicile the way a homeowner with a sixty-thousand-dollar kitchen in mind does. Your finished work is good. There was no way to find a kitchen like mine, and no way to tell you what my job actually is.

That's a $60k kitchen going to the company whose site made it feel easy.

Projects filterable by room, style and budget. A form that asks about the job, so it arrives ready to quote.

Let me build it for you. A real homepage for Bella Domicile, on me, before we ever talk money. If it's good you'll know in ten seconds. If it isn't, you've lost nothing.

Should I send it over?

[Sender Name]
Bothmade","Subject: here it is

Here it is.

Before-and-afters filterable by room, style and budget band. The inquiry asks about the room, the scope and the timing — so it lands ready to quote instead of ready to interview.

It's a design, not a build — nothing clicks yet. Didn't want to fake a demo.

One question: what do you wish every inquiry told you before you called them back?

[Sender Name]",before-and-afters are what sell this and they sit in a gallery nobody can filter,info@ on their own domain — the convention. Worth a quick check before a big send.,field-run-008;kitchen-and-bath-remodeling;WI;convention-email,75,8500,"$4,000","$15,000",06082026
Better Built Kitchens and Bathrooms,info@betterbuiltkitchensandbathrooms.com,Kitchen and bath remodeling,Hartford,CT,USA,https://betterbuiltkitchensandbathrooms.com,cold-outreach,researched,"Subject: your before-and-afters

Hi [First Name],

Looked at Better Built Kitchens and Bathrooms the way a homeowner with a sixty-thousand-dollar kitchen in mind does. Your finished work is good. There was no way to find a kitchen like mine, and no way to tell you what my job actually is.

That's a $60k kitchen going to the company whose site made it feel easy.

Projects filterable by room, style and budget. A form that asks about the job, so it arrives ready to quote.

I'd like to build it and show you. One homepage, designed for Better Built Kitchens and Bathrooms, free. Not a template with your logo on it. The real thing, and it's yours whether we work together or not.

Should I send it over?

[Sender Name]
Bothmade","Subject: built it

Here it is.

Before-and-afters filterable by room, style and budget band. The inquiry asks about the room, the scope and the timing — so it lands ready to quote instead of ready to interview.

It's a design, not a build — nothing clicks yet. Didn't want to fake a demo.

One question: what do you wish every inquiry told you before you called them back?

[Sender Name]",before-and-afters are what sell this and they sit in a gallery nobody can filter,info@ on their own domain — the convention. Worth a quick check before a big send.,field-run-008;kitchen-and-bath-remodeling;CT;convention-email,75,8500,"$4,000","$15,000",06082026
Blank Med Spa,info@blankmedspa.com,Med spa,Tulsa,OK,USA,https://blankmedspa.com,cold-outreach,researched,"Subject: she booked somewhere else

Hi [First Name],

Looked you up the way a new client does — evening, phone, already decided she wants tox, just picking where. Blank Med Spa won on reviews. Then booking meant calling in the morning.

She doesn't call in the morning. She books the spa that let her book at 9pm.

Booking belongs on the homepage, next to the reviews, working at midnight.

I'd like to build it and show you. One homepage, designed for Blank Med Spa, free. Not a template with your logo on it. The real thing, and it's yours whether we work together or not.

Want me to build it?

[Sender Name]
Bothmade","Subject: built it

Built it. Here.

Booking sits on the homepage next to your reviews. Two taps to Thursday at six. That's the part your site can't do tonight.

It's a design, not a build — nothing clicks yet. Didn't want to fake a demo.

One thing I'd want your answer on: is membership what you'd push hardest here, or first-visit tox?

[Sender Name]",the reviews do the selling and the booking is a phone number that stops answering at five,info@ on their own domain — the convention. Worth a quick check before a big send.,field-run-008;med-spa;OK;convention-email,75,10000,"$5,000","$18,000",06082026
Blessing Landscapes,info@blessingland.com,Landscape design build,Portland,OR,USA,https://blessingland.com,cold-outreach,researched,"Subject: design fee, unsaid

Hi [First Name],

Went through Blessing Landscapes' work the way a homeowner commissioning a garden does. It's beautiful. It's also one long scroll — no way to narrow by style, scale or budget, and nothing about what design costs.

And the inquiries that land are vague, so the first call is about scope instead of the garden.

Projects filterable by style, scale and budget. The design process spelled out so the brief arrives specific.

Let me build it for you. A real homepage for Blessing Landscapes, on me, before we ever talk money. If it's good you'll know in ten seconds. If it isn't, you've lost nothing.

Worth a look? One word back and I'll start.

[Sender Name]
Bothmade","Subject: built it

Here it is — Blessing Landscapes, as promised.

Projects filterable by style, scale and budget band, with the design process spelled out — so the brief that reaches you already knows what it's asking for.

It's a design, not a build — nothing clicks yet. Didn't want to fake a demo.

One question: would publishing a design fee range help you or cost you?

[Sender Name]","design-led buyers choose from images and yours cannot be narrowed by style, scale or budget",info@ on their own domain — the convention. Worth a quick check before a big send.,field-run-008;landscape-design-build;OR;convention-email,75,9000,"$5,000","$16,000",06082026
Boise Landscape Design,info@boiselandscapedesign.com,Landscape design build,Boise,ID,USA,https://boiselandscapedesign.com,cold-outreach,researched,"Subject: design fee, unsaid

Hi [First Name],

Went through Boise Landscape Design's work the way a homeowner commissioning a garden does. It's beautiful. It's also one long scroll — no way to narrow by style, scale or budget, and nothing about what design costs.

And the inquiries that land are vague, so the first call is about scope instead of the garden.

Projects filterable by style, scale and budget. The design process spelled out so the brief arrives specific.

Let me build it for you. A real homepage for Boise Landscape Design, on me, before we ever talk money. If it's good you'll know in ten seconds. If it isn't, you've lost nothing.

Should I send it over?

[Sender Name]
Bothmade","Subject: Boise Landscape Design — built it

Built it. Here.

Projects filterable by style, scale and budget band, with the design process spelled out — so the brief that reaches you already knows what it's asking for.

It's a design, not a build — nothing clicks yet. Didn't want to fake a demo.

One question: would publishing a design fee range help you or cost you?

[Sender Name]","design-led buyers choose from images and yours cannot be narrowed by style, scale or budget",info@ on their own domain — the convention. Worth a quick check before a big send.,field-run-008;landscape-design-build;ID;convention-email,75,9000,"$5,000","$16,000",06082026
Bonafide Custom Pools,info@bonafidecustompools.com,Pool building,Jacksonville,FL,USA,https://bonafidecustompools.com,cold-outreach,researched,"Subject: what does one like mine cost

Hi [First Name],

Looked at Bonafide Custom Pools the way a homeowner in Jacksonville does — trying to find a build that looks like my backyard, at roughly my number. One long scroll, no way to narrow it, no price anywhere.

That's a ninety-thousand-dollar build going to the company that answered the money question first.

Gallery filterable by size, style and budget. A starting number said out loud.

I'd like to build it and show you. One homepage, designed for Bonafide Custom Pools, free. Not a template with your logo on it. The real thing, and it's yours whether we work together or not.

Should I send it over?

[Sender Name]
Bothmade","Subject: here it is

Here it is.

Builds filterable by size, style and budget band, with a starting range stated plainly and a timeline from signing to swimming.

It's a design, not a build — nothing clicks yet. Didn't want to fake a demo.

One question: would you publish a starting price, or does that cost you more than it wins?

[Sender Name]","the gallery cannot be sorted, so nobody finds a build that looks like their own yard",info@ on their own domain — the convention. Worth a quick check before a big send.,field-run-008;pool-building;FL;convention-email,75,10000,"$5,000","$18,000",06082026
Brookscapes,info@brookscapes.com,Landscape design build,Raleigh,NC,USA,https://brookscapes.com,cold-outreach,researched,"Subject: the inquiry that arrives vague

Hi [First Name],

Your gardens are genuinely good. A design-led client chooses from images and yours can't be narrowed, so they never find the one that looks like their lot.

So the client who wanted exactly what you do never works out that you do it.

Projects filterable by style, scale and budget. The design process spelled out so the brief arrives specific.

So here's what I'll do. I'll build Brookscapes that homepage. Free. Not a slide, not a proposal — the actual page, designed for your business. Yours to keep whether you hire me or not.

Should I send it over?

[Sender Name]
Bothmade","Subject: built it

Built it. Here.

Projects filterable by style, scale and budget band, with the design process spelled out — so the brief that reaches you already knows what it's asking for.

Static design, so nothing on it works yet. I'd rather show you the real idea than a fake demo.

One question: would publishing a design fee range help you or cost you?

[Sender Name]","design-led buyers choose from images and yours cannot be narrowed by style, scale or budget",info@ on their own domain — the convention. Worth a quick check before a big send.,field-run-008;landscape-design-build;NC;convention-email,75,9000,"$5,000","$16,000",06082026
CT Shower and Bath,info@ctshowerandbath.com,Kitchen and bath remodeling,West Hartford,CT,USA,https://ctshowerandbath.com,cold-outreach,researched,"Subject: your before-and-afters

Hi [First Name],

Your before-and-afters sell this. They're in a small gallery you can't filter, so the woman with a galley kitchen never finds your galley kitchen.

So you spend Tuesday evening quoting jobs that were never real, and the real one went to whoever answered first.

Projects filterable by room, style and budget. A form that asks about the job, so it arrives ready to quote.

So here's what I'll do. I'll build CT Shower and Bath that homepage. Free. Not a slide, not a proposal — the actual page, designed for your business. Yours to keep whether you hire me or not.

Want it?

[Sender Name]
Bothmade","Subject: CT Shower and Bath — built it

Here it is.

Before-and-afters filterable by room, style and budget band. The inquiry asks about the room, the scope and the timing — so it lands ready to quote instead of ready to interview.

Static design, so nothing on it works yet. I'd rather show you the real idea than a fake demo.

One question: what do you wish every inquiry told you before you called them back?

[Sender Name]",before-and-afters are what sell this and they sit in a gallery nobody can filter,info@ on their own domain — the convention. Worth a quick check before a big send.,field-run-008;kitchen-and-bath-remodeling;CT;convention-email,75,8500,"$4,000","$15,000",06082026
Chattanooga Family Dentistry,info@chattanoogadentist.com,Cosmetic dentistry,Chattanooga,TN,USA,https://chattanoogadentist.com,cold-outreach,researched,"Subject: cases, price, booking

Hi [First Name],

Went looking for veneers in Chattanooga the way a patient does. Nine at night, on a phone, three years of putting it off. Found Chattanooga Family Dentistry. Couldn't find a case that looked like mine, couldn't find a price, couldn't book.

One case a month lost that way costs more than a website. Several times over.

Before-and-afters up front, the range in plain numbers, financing mentioned before they ask.

Here's my offer. I'll design that page for Chattanooga Family Dentistry and send it over. No charge, no meeting to get it, no invoice at the end. Keep it either way — I'd rather you saw the work than read about it.

Should I send it over?

[Sender Name]
Bothmade","Subject: built it

Built it. Here.

A homepage built for the cosmetic patient rather than the check-up patient — cases, price, and one tap to a consult.

Static design, so nothing on it works yet. I'd rather show you the real idea than a fake demo.

One question: does a price range on the site bring you better calls or worse ones?

[Sender Name]",the cases and the price range are the two things a $15k patient wants and the two hardest things to reach,info@ on their own domain — the convention. Worth a quick check before a big send.,field-run-008;cosmetic-dentistry;TN;convention-email,75,12000,"$6,000","$22,000",06082026
Downtown Dental Chattanooga,info@downtowndentalchatt.com,Cosmetic dentistry,Chattanooga,TN,USA,https://downtowndentalchatt.com,cold-outreach,researched,"Subject: your veneer cases

Hi [First Name],

A smile-makeover patient researches for months, alone, at night, on a phone. I did that to Downtown Dental Chattanooga. Got as far as a phone number and a form.

That's the biggest case of the month deciding not to call you.

Before-and-afters up front, the range in plain numbers, financing mentioned before they ask.

So here's what I'll do. I'll build Downtown Dental Chattanooga that homepage. Free. Not a slide, not a proposal — the actual page, designed for your business. Yours to keep whether you hire me or not.

Want it?

[Sender Name]
Bothmade","Subject: built it

Here it is.

A homepage built for the cosmetic patient rather than the check-up patient — cases, price, and one tap to a consult.

Static design, so nothing on it works yet. I'd rather show you the real idea than a fake demo.

One question: does a price range on the site bring you better calls or worse ones?

[Sender Name]",the cases and the price range are the two things a $15k patient wants and the two hardest things to reach,info@ on their own domain — the convention. Worth a quick check before a big send.,field-run-008;cosmetic-dentistry;TN;convention-email,75,12000,"$6,000","$22,000",06082026
Drake's 7 Dees,info@drakes7dees.com,Landscape design build,Portland,OR,USA,https://drakes7dees.com,cold-outreach,researched,"Subject: the inquiry that arrives vague

Hi [First Name],

Went through Drake's 7 Dees' work the way a homeowner commissioning a garden does. It's beautiful. It's also one long scroll — no way to narrow by style, scale or budget, and nothing about what design costs.

And the inquiries that land are vague, so the first call is about scope instead of the garden.

Projects filterable by style, scale and budget. The design process spelled out so the brief arrives specific.

Let me build it for you. A real homepage for Drake's 7 Dees, on me, before we ever talk money. If it's good you'll know in ten seconds. If it isn't, you've lost nothing.

Worth a look? One word back and I'll start.

[Sender Name]
Bothmade","Subject: here it is

Here it is — Drake's 7 Dees, as promised.

Projects filterable by style, scale and budget band, with the design process spelled out — so the brief that reaches you already knows what it's asking for.

It's a design, not a build — nothing clicks yet. Didn't want to fake a demo.

One question: would publishing a design fee range help you or cost you?

[Sender Name]","design-led buyers choose from images and yours cannot be narrowed by style, scale or budget",info@ on their own domain — the convention. Worth a quick check before a big send.,field-run-008;landscape-design-build;OR;convention-email,75,9000,"$5,000","$16,000",06082026
Dream Kitchen and Bath AZ,info@dreamkitchenandbathaz.com,Kitchen and bath remodeling,Scottsdale,AZ,USA,https://dreamkitchenandbathaz.com,cold-outreach,researched,"Subject: your before-and-afters

Hi [First Name],

Your before-and-afters sell this. They're in a small gallery you can't filter, so the woman with a galley kitchen never finds your galley kitchen.

So you spend Tuesday evening quoting jobs that were never real, and the real one went to whoever answered first.

Projects filterable by room, style and budget. A form that asks about the job, so it arrives ready to quote.

Here's my offer. I'll design that page for Dream Kitchen and Bath AZ and send it over. No charge, no meeting to get it, no invoice at the end. Keep it either way — I'd rather you saw the work than read about it.

Say yes and it's yours by Friday.

[Sender Name]
Bothmade","Subject: built it

Here it is — Dream Kitchen and Bath AZ, as promised.

Before-and-afters filterable by room, style and budget band. The inquiry asks about the room, the scope and the timing — so it lands ready to quote instead of ready to interview.

Static design, so nothing on it works yet. I'd rather show you the real idea than a fake demo.

One question: what do you wish every inquiry told you before you called them back?

[Sender Name]",before-and-afters are what sell this and they sit in a gallery nobody can filter,info@ on their own domain — the convention. Worth a quick check before a big send.,field-run-008;kitchen-and-bath-remodeling;AZ;convention-email,75,8500,"$4,000","$15,000",06082026
DreamMaker Bath and Kitchen Madison,info@dreammaker-remodel.com,Kitchen and bath remodeling,Madison,WI,USA,https://dreammaker-remodel.com,cold-outreach,researched,"Subject: the tire-kicker problem

Hi [First Name],

Looked at DreamMaker Bath and Kitchen Madison the way a homeowner with a sixty-thousand-dollar kitchen in mind does. Your finished work is good. There was no way to find a kitchen like mine, and no way to tell you what my job actually is.

That's a $60k kitchen going to the company whose site made it feel easy.

Projects filterable by room, style and budget. A form that asks about the job, so it arrives ready to quote.

I'd like to build it and show you. One homepage, designed for DreamMaker Bath and Kitchen Madison, free. Not a template with your logo on it. The real thing, and it's yours whether we work together or not.

Say yes and it's yours by Friday.

[Sender Name]
Bothmade","Subject: built it

Built it. Here.

Before-and-afters filterable by room, style and budget band. The inquiry asks about the room, the scope and the timing — so it lands ready to quote instead of ready to interview.

It's a design, not a build — nothing clicks yet. Didn't want to fake a demo.

One question: what do you wish every inquiry told you before you called them back?

[Sender Name]",before-and-afters are what sell this and they sit in a gallery nobody can filter,info@ on their own domain — the convention. Worth a quick check before a big send.,field-run-008;kitchen-and-bath-remodeling;WI;convention-email,75,8500,"$4,000","$15,000",06082026
Drew Heidergott DDS,info@drdrewdds.com,Cosmetic dentistry,Spokane,WA,USA,https://drdrewdds.com,cold-outreach,researched,"Subject: the $15k case that didn't call

Hi [First Name],

Went looking for veneers in Spokane the way a patient does. Nine at night, on a phone, three years of putting it off. Found Drew Heidergott DDS. Couldn't find a case that looked like mine, couldn't find a price, couldn't book.

One case a month lost that way costs more than a website. Several times over.

Cases first, filterable, a price range said out loud, and a booking that works at 9pm.

Let me build it for you. A real homepage for Drew Heidergott DDS, on me, before we ever talk money. If it's good you'll know in ten seconds. If it isn't, you've lost nothing.

Want me to build it?

[Sender Name]
Bothmade","Subject: here it is

Here it is.

Cases at the top, filterable by treatment. The range stated in real numbers. Booking that doesn't need your front desk awake.

It's a design, not a build — nothing clicks yet. Didn't want to fake a demo.

One thing I'd want your read on: veneers or implants — which pays you better?

[Sender Name]",the cases and the price range are the two things a $15k patient wants and the two hardest things to reach,info@ on their own domain — the convention. Worth a quick check before a big send.,field-run-008;cosmetic-dentistry;WA;convention-email,75,12000,"$6,000","$22,000",06082026
EZ Remodel Baths,info@ezremodelbaths.com,Kitchen and bath remodeling,Madison,WI,USA,https://ezremodelbaths.com,cold-outreach,researched,"Subject: your before-and-afters

Hi [First Name],

Your before-and-afters sell this. They're in a small gallery you can't filter, so the woman with a galley kitchen never finds your galley kitchen.

So you spend Tuesday evening quoting jobs that were never real, and the real one went to whoever answered first.

Projects filterable by room, style and budget. A form that asks about the job, so it arrives ready to quote.

Here's my offer. I'll design that page for EZ Remodel Baths and send it over. No charge, no meeting to get it, no invoice at the end. Keep it either way — I'd rather you saw the work than read about it.

Should I send it over?

[Sender Name]
Bothmade","Subject: here it is

Built it. Here.

Before-and-afters filterable by room, style and budget band. The inquiry asks about the room, the scope and the timing — so it lands ready to quote instead of ready to interview.

Static design, so nothing on it works yet. I'd rather show you the real idea than a fake demo.

One question: what do you wish every inquiry told you before you called them back?

[Sender Name]",before-and-afters are what sell this and they sit in a gallery nobody can filter,info@ on their own domain — the convention. Worth a quick check before a big send.,field-run-008;kitchen-and-bath-remodeling;WI;convention-email,75,8500,"$4,000","$15,000",06082026
Esox Custom Tiling,info@esoxcustomtiling.com,Kitchen and bath remodeling,Madison,WI,USA,https://esoxcustomtiling.com,cold-outreach,researched,"Subject: the tire-kicker problem

Hi [First Name],

Your before-and-afters sell this. They're in a small gallery you can't filter, so the woman with a galley kitchen never finds your galley kitchen.

So you spend Tuesday evening quoting jobs that were never real, and the real one went to whoever answered first.

Projects filterable by room, style and budget. A form that asks about the job, so it arrives ready to quote.

So here's what I'll do. I'll build Esox Custom Tiling that homepage. Free. Not a slide, not a proposal — the actual page, designed for your business. Yours to keep whether you hire me or not.

Say yes and it's yours by Friday.

[Sender Name]
Bothmade","Subject: here it is

Here it is — Esox Custom Tiling, as promised.

Before-and-afters filterable by room, style and budget band. The inquiry asks about the room, the scope and the timing — so it lands ready to quote instead of ready to interview.

Static design, so nothing on it works yet. I'd rather show you the real idea than a fake demo.

One question: what do you wish every inquiry told you before you called them back?

[Sender Name]",before-and-afters are what sell this and they sit in a gallery nobody can filter,info@ on their own domain — the convention. Worth a quick check before a big send.,field-run-008;kitchen-and-bath-remodeling;WI;convention-email,75,8500,"$4,000","$15,000",06082026
FIT Dental Center,info@fitdentalcenter.com,Cosmetic dentistry,Chattanooga,TN,USA,https://fitdentalcenter.com,cold-outreach,researched,"Subject: the $15k case that didn't call

Hi [First Name],

A smile-makeover patient researches for months, alone, at night, on a phone. I did that to FIT Dental Center. Got as far as a phone number and a form.

They don't call in the morning. They keep scrolling and someone else does the case.

Cases first, filterable, a price range said out loud, and a booking that works at 9pm.

Let me build it for you. A real homepage for FIT Dental Center, on me, before we ever talk money. If it's good you'll know in ten seconds. If it isn't, you've lost nothing.

Worth a look? One word back and I'll start.

[Sender Name]
Bothmade","Subject: FIT Dental Center — built it

Here it is.

Cases at the top, filterable by treatment. The range stated in real numbers. Booking that doesn't need your front desk awake.

It's a design, not a build — nothing clicks yet. Didn't want to fake a demo.

One thing I'd want your read on: veneers or implants — which pays you better?

[Sender Name]",the cases and the price range are the two things a $15k patient wants and the two hardest things to reach,info@ on their own domain — the convention. Worth a quick check before a big send.,field-run-008;cosmetic-dentistry;TN;convention-email,75,12000,"$6,000","$22,000",06082026
Family Dentistry of Knoxville,info@familydentistryknoxville.com,Cosmetic dentistry,Knoxville,TN,USA,https://familydentistryknoxville.com,cold-outreach,researched,"Subject: the $15k case that didn't call

Hi [First Name],

A smile-makeover patient researches for months, alone, at night, on a phone. I did that to Family Dentistry of Knoxville. Got as far as a phone number and a form.

That's the biggest case of the month deciding not to call you.

Cases first, filterable, a price range said out loud, and a booking that works at 9pm.

Let me build it for you. A real homepage for Family Dentistry of Knoxville, on me, before we ever talk money. If it's good you'll know in ten seconds. If it isn't, you've lost nothing.

Say yes and it's yours by Friday.

[Sender Name]
Bothmade","Subject: here it is

Built it. Here.

Cases at the top, filterable by treatment. The range stated in real numbers. Booking that doesn't need your front desk awake.

It's a design, not a build — nothing clicks yet. Didn't want to fake a demo.

One thing I'd want your read on: veneers or implants — which pays you better?

[Sender Name]",the cases and the price range are the two things a $15k patient wants and the two hardest things to reach,info@ on their own domain — the convention. Worth a quick check before a big send.,field-run-008;cosmetic-dentistry;TN;convention-email,75,12000,"$6,000","$22,000",06082026
FarWest Landscape,info@farwestlandscape.net,Landscape design build,Boise,ID,USA,https://farwestlandscape.net,cold-outreach,researched,"Subject: the inquiry that arrives vague

Hi [First Name],

Went through FarWest Landscape's work the way a homeowner commissioning a garden does. It's beautiful. It's also one long scroll — no way to narrow by style, scale or budget, and nothing about what design costs.

And the inquiries that land are vague, so the first call is about scope instead of the garden.

Projects filterable by style, scale and budget. The design process spelled out so the brief arrives specific.

Let me build it for you. A real homepage for FarWest Landscape, on me, before we ever talk money. If it's good you'll know in ten seconds. If it isn't, you've lost nothing.

Say yes and it's yours by Friday.

[Sender Name]
Bothmade","Subject: here it is

Built it. Here.

Projects filterable by style, scale and budget band, with the design process spelled out — so the brief that reaches you already knows what it's asking for.

It's a design, not a build — nothing clicks yet. Didn't want to fake a demo.

One question: would publishing a design fee range help you or cost you?

[Sender Name]","design-led buyers choose from images and yours cannot be narrowed by style, scale or budget",info@ on their own domain — the convention. Worth a quick check before a big send.,field-run-008;landscape-design-build;ID;convention-email,75,9000,"$5,000","$16,000",06082026
Firm Medical Spa,info@firmmedicalspa.com,Med spa,Tulsa,OK,USA,https://firmmedicalspa.com,cold-outreach,researched,"Subject: reviews vs booking button

Hi [First Name],

Looked you up the way a new client does — evening, phone, already decided she wants tox, just picking where. Firm Medical Spa won on reviews. Then booking meant calling in the morning.

That's the sale, right there. She books wherever the button is, and you never find out you lost her.

Treatments priced, bookable in two taps, reviews right beside them.

Here's my offer. I'll design that page for Firm Medical Spa and send it over. No charge, no meeting to get it, no invoice at the end. Keep it either way — I'd rather you saw the work than read about it.

Want me to build it?

[Sender Name]
Bothmade","Subject: built it

Built it. Here.

Treatments priced, bookable in two taps, reviews doing the closing right beside them. Memberships obvious instead of three pages deep.

Static design, so nothing on it works yet. I'd rather show you the real idea than a fake demo.

One question: would you let a new client book without a consult call first?

[Sender Name]",the reviews do the selling and the booking is a phone number that stops answering at five,info@ on their own domain — the convention. Worth a quick check before a big send.,field-run-008;med-spa;OK;convention-email,75,10000,"$5,000","$18,000",06082026
Fountain City Smiles,info@fountaincitysmiles.com,Cosmetic dentistry,Knoxville,TN,USA,https://fountaincitysmiles.com,cold-outreach,researched,"Subject: cases, price, booking

Hi [First Name],

Went looking for veneers in Knoxville the way a patient does. Nine at night, on a phone, three years of putting it off. Found Fountain City Smiles. Couldn't find a case that looked like mine, couldn't find a price, couldn't book.

One case a month lost that way costs more than a website. Several times over.

Before-and-afters up front, the range in plain numbers, financing mentioned before they ask.

Here's my offer. I'll design that page for Fountain City Smiles and send it over. No charge, no meeting to get it, no invoice at the end. Keep it either way — I'd rather you saw the work than read about it.

Want me to build it?

[Sender Name]
Bothmade","Subject: here it is

Built it. Here.

A homepage built for the cosmetic patient rather than the check-up patient — cases, price, and one tap to a consult.

Static design, so nothing on it works yet. I'd rather show you the real idea than a fake demo.

One question: does a price range on the site bring you better calls or worse ones?

[Sender Name]",the cases and the price range are the two things a $15k patient wants and the two hardest things to reach,info@ on their own domain — the convention. Worth a quick check before a big send.,field-run-008;cosmetic-dentistry;TN;convention-email,75,12000,"$6,000","$22,000",06082026
Frank R Jenkins Custom Homes,info@frankrjenkinscustomhomes.com,Custom home building,Fort Myers,FL,USA,https://frankrjenkinscustomhomes.com,cold-outreach,researched,"Subject: they couldn't find their house

Hi [First Name],

Went through Frank R Jenkins Custom Homes' portfolio the way a couple with a lot and three million dollars does — hunting for the one house that looks like the one in their head. Couldn't sort by budget, style or scope. Just scrolled.

They don't email to ask. They go and look at the builder whose site let them filter.

Sort the work the way buyers actually choose, and put the process where the fear is.

Here's my offer. I'll design that page for Frank R Jenkins Custom Homes and send it over. No charge, no meeting to get it, no invoice at the end. Keep it either way — I'd rather you saw the work than read about it.

Should I send it over?

[Sender Name]
Bothmade","Subject: built it

Here it is — Frank R Jenkins Custom Homes, as promised.

Projects sortable the way buyers choose, and the build process laid out month by month, which is the part they're actually frightened of.

Static design, so nothing on it works yet. I'd rather show you the real idea than a fake demo.

One question: would you ever show budget bands publicly, or is that a fight with your sales process?

[Sender Name]","the portfolio is the whole sale and there is no way to sort it by budget, style or scope",info@ on their own domain — the convention. Worth a quick check before a big send.,field-run-008;custom-home-building;FL;convention-email,75,22000,"$12,000","$35,000",06082026
Gozzo Design and Remodel,info@gozzodesignremodel.com,Kitchen and bath remodeling,West Hartford,CT,USA,https://gozzodesignremodel.com,cold-outreach,researched,"Subject: quoting jobs that were never real

Hi [First Name],

Looked at Gozzo Design and Remodel the way a homeowner with a sixty-thousand-dollar kitchen in mind does. Your finished work is good. There was no way to find a kitchen like mine, and no way to tell you what my job actually is.

That's a $60k kitchen going to the company whose site made it feel easy.

Projects filterable by room, style and budget. A form that asks about the job, so it arrives ready to quote.

I'd like to build it and show you. One homepage, designed for Gozzo Design and Remodel, free. Not a template with your logo on it. The real thing, and it's yours whether we work together or not.

Want it?

[Sender Name]
Bothmade","Subject: here it is

Here it is — Gozzo Design and Remodel, as promised.

Before-and-afters filterable by room, style and budget band. The inquiry asks about the room, the scope and the timing — so it lands ready to quote instead of ready to interview.

It's a design, not a build — nothing clicks yet. Didn't want to fake a demo.

One question: what do you wish every inquiry told you before you called them back?

[Sender Name]",before-and-afters are what sell this and they sit in a gallery nobody can filter,info@ on their own domain — the convention. Worth a quick check before a big send.,field-run-008;kitchen-and-bath-remodeling;CT;convention-email,75,8500,"$4,000","$15,000",06082026
