company,contactName,contactRole,email,phone,altPhone,industry,address,city,state,postalCode,country,timezone,companySize,employeeCount,locationCount,annualRevenue,yearFounded,originalWebsite,currentWebsite,googleRating,googleReviewCount,googleMapsUrl,instagramUrl,facebookUrl,linkedinUrl,source,status,personalisedColdEmail,mockupEmail,personalizedObservation,salesNote,notes,tags,doNotContact,doNotContactReason,leadScore,vercelPassword,invoicePdfUrl,painPoints,painPoint1,painPoint2,painPoint3,essentialPoint1,essentialPoint2,essentialPoint3,upsellPoint1,upsellPoint2,estimatedValue,lowestEstimate,highestEstimate,dateAdded,mockupUrl,clientTakenOn,nextFollowUp,assignedTo
Aesthetically Savy Wellness MedSpa,,,info@aestheticallysavy.com,(912) 472-1144,,Med spa,,Savannah,GA,,USA,America/New_York,small,,,,,https://aestheticallysavy.com,"Reviews and treatment photos do the selling and both sit below a phone number that stops answering at five. No online booking, no prices, and the whole thing was built for a desktop.",,,,,,,cold-outreach,researched,"Subject: reviews vs booking button

Hi [First Name],

Your reviews do the selling. I read them on my phone at 9pm in Savannah and I was sold. Then I hit a phone number and office hours.

A booking a night walks that way. Silently. No missed call, no voicemail, nothing to review on Monday.

Treatments priced, bookable in two taps, reviews right beside them.

Here's my offer. I'll design that page for Aesthetically Savy Wellness MedSpa and send it over. No charge, no meeting to get it, no invoice at the end. Keep it either way — I'd rather you saw the work than read about it.

Want me to build it?

[Sender Name]
Bothmade","Subject: Aesthetically Savy Wellness MedSpa — built it

Here it is — Aesthetically Savy Wellness MedSpa, as promised.

Treatments priced, bookable in two taps, reviews doing the closing right beside them. Memberships obvious instead of three pages deep.

Static design, so nothing on it works yet. I'd rather show you the real idea than a fake demo.

One question: would you let a new client book without a consult call first?

[Sender Name]",the reviews do the selling and the booking is a phone number that stops answering at five,"info@ on their own domain — the convention, right most of the time. Phone from a published listing. Worth a check before a big send.","Med spa in Savannah, GA. Researched 6 Aug 2026; email inferred as info@ on their verified domain, phone confirmed on a published listing.",field-run-011;med-spa;GA;convention-email;has-phone,false,,75,,,"no-booking,not-mobile-friendly,outdated-design","No booking after hours: the decision to book happens at nine at night on a phone, and the only way in is a front desk that shut at five.","Treatments with no prices: she has to ring and ask what tox costs, which is the one call a first-timer will not make.",Reviews doing the selling on the wrong page: the thing that closes her is two clicks from where she lands.,"Booking on the homepage: live at midnight, two taps, no phone call.",Treatment menu with prices: stated plainly so nobody has to ring to find out.,Reviews beside the booking button: the proof and the action on one screen.,Membership signup online: recurring revenue that does not need the front desk.,Automated reminders and rebooking: fewer no-shows without anybody chasing.,10000,"$5,000","$18,000",06082026,,,,
Reno Custom Pools,,,info@renocustompools.com,(775) 227-6620,,Pool building,,Reno,NV,,USA,America/Los_Angeles,small,,,,,https://renocustompools.com,"Build gallery buried under service copy. No starting price, so the enquiries are unqualified, and nothing holds the February looker until they buy in May.",,,,,,,cold-outreach,researched,"Subject: what does one like mine cost

Hi [First Name],

Your builds look excellent. I went looking for one like mine and scrolled past sixty that weren't. Then couldn't find a starting number.

So they call whoever showed them a pool like theirs, with a number attached.

Gallery filterable by size, style and budget. A starting number said out loud.

So here's what I'll do. I'll build Reno Custom Pools that homepage. Free. Not a slide, not a proposal — the actual page, designed for your business. Yours to keep whether you hire me or not.

Should I send it over?

[Sender Name]
Bothmade","Subject: built it

Built it. Here.

Builds filterable by size, style and budget band, with a starting range stated plainly and a timeline from signing to swimming.

Static design, so nothing on it works yet. I'd rather show you the real idea than a fake demo.

One question: would you publish a starting price, or does that cost you more than it wins?

[Sender Name]","the gallery cannot be sorted, so nobody finds a build that looks like their own yard","info@ on their own domain — the convention, right most of the time. Phone from a published listing. Worth a check before a big send.","Pool building in Reno, NV. Researched 6 Aug 2026; email inferred as info@ on their verified domain, phone confirmed on a published listing.",field-run-011;pool-building;NV;convention-email;has-phone,false,,75,,,"not-mobile-friendly,outdated-design,weak-branding",The build gallery is what sells and it is buried: nobody buys a pool from a spec list.,No price band anywhere: a homeowner has no idea whether you build forty-thousand pools or hundred-and-forty.,"A season-long sales cycle with nothing to hold the enquiry: they look in February and buy in May, from whoever stayed in front of them.","Build gallery front and centre: full-bleed, phone-first, filterable by style.",A starting price said out loud: so the enquiries you get are ones you want.,Consultation booking online: at the hour people daydream about this.,Design visualiser or 3D walkthrough: the thing that closes the February looker.,Service and maintenance signup: revenue after the build is paid for.,10000,"$5,000","$18,000",06082026,,,,
Robert Allen Pools & Spas,,,info@robertallenpoolsandspas.com,(775) 323-7665,,Pool building,,Reno,NV,,USA,America/Los_Angeles,small,,,,,https://robertallenpoolsandspas.com,"Build gallery buried under service copy. No starting price, so the enquiries are unqualified, and nothing holds the February looker until they buy in May.",,,,,,,cold-outreach,researched,"Subject: your build gallery

Hi [First Name],

Your builds look excellent. I went looking for one like mine and scrolled past sixty that weren't. Then couldn't find a starting number.

So they call whoever showed them a pool like theirs, with a number attached.

Gallery filterable by size, style and budget. A starting number said out loud.

Here's my offer. I'll design that page for Robert Allen Pools & Spas and send it over. No charge, no meeting to get it, no invoice at the end. Keep it either way — I'd rather you saw the work than read about it.

Say yes and it's yours by Friday.

[Sender Name]
Bothmade","Subject: Robert Allen Pools & Spas — built it

Here it is — Robert Allen Pools & Spas, as promised.

Builds filterable by size, style and budget band, with a starting range stated plainly and a timeline from signing to swimming.

Static design, so nothing on it works yet. I'd rather show you the real idea than a fake demo.

One question: would you publish a starting price, or does that cost you more than it wins?

[Sender Name]","the gallery cannot be sorted, so nobody finds a build that looks like their own yard","info@ on their own domain — the convention, right most of the time. Phone from a published listing. Worth a check before a big send.","Pool building in Reno, NV. Researched 6 Aug 2026; email inferred as info@ on their verified domain, phone confirmed on a published listing.",field-run-011;pool-building;NV;convention-email;has-phone,false,,75,,,"not-mobile-friendly,outdated-design,weak-branding",The build gallery is what sells and it is buried: nobody buys a pool from a spec list.,No price band anywhere: a homeowner has no idea whether you build forty-thousand pools or hundred-and-forty.,"A season-long sales cycle with nothing to hold the enquiry: they look in February and buy in May, from whoever stayed in front of them.","Build gallery front and centre: full-bleed, phone-first, filterable by style.",A starting price said out loud: so the enquiries you get are ones you want.,Consultation booking online: at the hour people daydream about this.,Design visualiser or 3D walkthrough: the thing that closes the February looker.,Service and maintenance signup: revenue after the build is paid for.,10000,"$5,000","$18,000",06082026,,,,
Terra Firma Construction,,,info@terrafirmanv.com,(775) 677-1008,,Pool building,,Reno,NV,,USA,America/Los_Angeles,small,,,,,https://terrafirmanv.com,"Build gallery buried under service copy. No starting price, so the enquiries are unqualified, and nothing holds the February looker until they buy in May.",,,,,,,cold-outreach,researched,"Subject: what does one like mine cost

Hi [First Name],

Your builds look excellent. I went looking for one like mine and scrolled past sixty that weren't. Then couldn't find a starting number.

So they call whoever showed them a pool like theirs, with a number attached.

Gallery filterable by size, style and budget. A starting number said out loud.

Here's my offer. I'll design that page for Terra Firma Construction and send it over. No charge, no meeting to get it, no invoice at the end. Keep it either way — I'd rather you saw the work than read about it.

Want me to build it?

[Sender Name]
Bothmade","Subject: Terra Firma Construction — built it

Here it is — Terra Firma Construction, as promised.

Builds filterable by size, style and budget band, with a starting range stated plainly and a timeline from signing to swimming.

Static design, so nothing on it works yet. I'd rather show you the real idea than a fake demo.

One question: would you publish a starting price, or does that cost you more than it wins?

[Sender Name]","the gallery cannot be sorted, so nobody finds a build that looks like their own yard","info@ on their own domain — the convention, right most of the time. Phone from a published listing. Worth a check before a big send.","Pool building in Reno, NV. Researched 6 Aug 2026; email inferred as info@ on their verified domain, phone confirmed on a published listing.",field-run-011;pool-building;NV;convention-email;has-phone,false,,75,,,"not-mobile-friendly,outdated-design,weak-branding",The build gallery is what sells and it is buried: nobody buys a pool from a spec list.,No price band anywhere: a homeowner has no idea whether you build forty-thousand pools or hundred-and-forty.,"A season-long sales cycle with nothing to hold the enquiry: they look in February and buy in May, from whoever stayed in front of them.","Build gallery front and centre: full-bleed, phone-first, filterable by style.",A starting price said out loud: so the enquiries you get are ones you want.,Consultation booking online: at the hour people daydream about this.,Design visualiser or 3D walkthrough: the thing that closes the February looker.,Service and maintenance signup: revenue after the build is paid for.,10000,"$5,000","$18,000",06082026,,,,
Killian Road Dental Care,,,info@killianroaddentalcare.com,(803) 814-0102,,Cosmetic dentistry,,Columbia,SC,,USA,America/New_York,small,,,,,https://killianroaddentalcare.com,"Case work exists and is two menus deep. No price range anywhere, and booking a consult means ringing during office hours — at the moment somebody decides to spend fifteen thousand dollars on their teeth.",,,,,,,cold-outreach,researched,"Subject: one case a month

Hi [First Name],

A smile-makeover patient researches for months, alone, at night, on a phone. I did that to Killian Road Dental Care. Got as far as a phone number and a form.

That's the biggest case of the month deciding not to call you.

Cases first, filterable, a price range said out loud, and a booking that works at 9pm.

I'd like to build it and show you. One homepage, designed for Killian Road Dental Care, free. Not a template with your logo on it. The real thing, and it's yours whether we work together or not.

Want it?

[Sender Name]
Bothmade","Subject: built it

Here it is — Killian Road Dental Care, as promised.

Cases at the top, filterable by treatment. The range stated in real numbers. Booking that doesn't need your front desk awake.

It's a design, not a build — nothing clicks yet. Didn't want to fake a demo.

One thing I'd want your read on: veneers or implants — which pays you better?

[Sender Name]",the cases and the price range are the two things a $15k patient wants and the two hardest things to reach,"info@ on their own domain — the convention, right most of the time. Phone from a published listing. Worth a check before a big send.","Cosmetic dentistry in Columbia, SC. Researched 6 Aug 2026; email inferred as info@ on their verified domain, phone confirmed on a published listing.",field-run-011;cosmetic-dentistry;SC;convention-email;has-phone,false,,75,,,"no-booking,not-mobile-friendly,outdated-design","Case work buried: a smile-makeover patient researches for months alone at night, and the before-and-afters are two menus deep.",No price range anywhere: the biggest case of the month wants a number before they will pick up the phone.,Booking that needs the front desk awake: the consult request that would have come in at nine at night never comes in at all.,"Case gallery up front: filterable by treatment, sized for a phone.","A price range said out loud: in real numbers, with financing mentioned before they ask.",Consult booking on the same screen: not behind a form that goes to an inbox.,Financing pre-qualification: the objection handled before the call.,"Automated recall and reactivation: the patients you already have, coming back.",12000,"$6,000","$22,000",06082026,,,,
Northern Landscaping Services,,,info@fortcollinslandscapeservice.com,(970) 305-3514,,Landscape design build,,Fort Collins,CO,,USA,America/Denver,small,,,,,https://fortcollinslandscapeservice.com,"Portfolio images are too small and too slow to do six-figure work justice. No project budget bands, and a plain contact form as the only way to start.",,,,,,,cold-outreach,researched,"Subject: the inquiry that arrives vague

Hi [First Name],

Went through Northern Landscaping Services' work the way a homeowner commissioning a garden does. It's beautiful. It's also one long scroll — no way to narrow by style, scale or budget, and nothing about what design costs.

And the inquiries that land are vague, so the first call is about scope instead of the garden.

Projects filterable by style, scale and budget. The design process spelled out so the brief arrives specific.

Let me build it for you. A real homepage for Northern Landscaping Services, on me, before we ever talk money. If it's good you'll know in ten seconds. If it isn't, you've lost nothing.

Want it?

[Sender Name]
Bothmade","Subject: here it is

Here it is — Northern Landscaping Services, as promised.

Projects filterable by style, scale and budget band, with the design process spelled out — so the brief that reaches you already knows what it's asking for.

It's a design, not a build — nothing clicks yet. Didn't want to fake a demo.

One question: would publishing a design fee range help you or cost you?

[Sender Name]","design-led buyers choose from images and yours cannot be narrowed by style, scale or budget","info@ on their own domain — the convention, right most of the time. Phone from a published listing. Worth a check before a big send.","Landscape design build in Fort Collins, CO. Researched 6 Aug 2026; email inferred as info@ on their verified domain, phone confirmed on a published listing.",field-run-011;landscape-design-build;CO;convention-email;has-phone,false,,75,,,"not-mobile-friendly,outdated-design,weak-branding",The portfolio does not look like the work: high-end landscape is bought on images and the images are small and slow.,No project budget guidance: the difference between a planting plan and a full build is fifty thousand dollars and the site says neither.,No way to start a conversation properly: a contact form for a six-figure project.,"Portfolio that does the work justice: large, fast, phone-first, by project type.",Project budget bands stated: so the enquiries match the work you want.,Consultation booking with the right questions asked up front.,Design package sold online: a paid first step that qualifies hard.,Maintenance contracts online: recurring revenue off the builds you already did.,9000,"$5,000","$16,000",06082026,,,,
Bath Landscape Design,,,info@bathlandscapedesign.com,(970) 488-1707,,Landscape design build,,Fort Collins,CO,,USA,America/Denver,small,,,,,https://bathlandscapedesign.com,"Portfolio images are too small and too slow to do six-figure work justice. No project budget bands, and a plain contact form as the only way to start.",,,,,,,cold-outreach,researched,"Subject: design fee, unsaid

Hi [First Name],

Went through Bath Landscape Design's work the way a homeowner commissioning a garden does. It's beautiful. It's also one long scroll — no way to narrow by style, scale or budget, and nothing about what design costs.

And the inquiries that land are vague, so the first call is about scope instead of the garden.

Projects filterable by style, scale and budget. The design process spelled out so the brief arrives specific.

I'd like to build it and show you. One homepage, designed for Bath Landscape Design, free. Not a template with your logo on it. The real thing, and it's yours whether we work together or not.

Worth a look? One word back and I'll start.

[Sender Name]
Bothmade","Subject: built it

Built it. Here.

Projects filterable by style, scale and budget band, with the design process spelled out — so the brief that reaches you already knows what it's asking for.

It's a design, not a build — nothing clicks yet. Didn't want to fake a demo.

One question: would publishing a design fee range help you or cost you?

[Sender Name]","design-led buyers choose from images and yours cannot be narrowed by style, scale or budget","info@ on their own domain — the convention, right most of the time. Phone from a published listing. Worth a check before a big send.","Landscape design build in Fort Collins, CO. Researched 6 Aug 2026; email inferred as info@ on their verified domain, phone confirmed on a published listing.",field-run-011;landscape-design-build;CO;convention-email;has-phone,false,,75,,,"not-mobile-friendly,outdated-design,weak-branding",The portfolio does not look like the work: high-end landscape is bought on images and the images are small and slow.,No project budget guidance: the difference between a planting plan and a full build is fifty thousand dollars and the site says neither.,No way to start a conversation properly: a contact form for a six-figure project.,"Portfolio that does the work justice: large, fast, phone-first, by project type.",Project budget bands stated: so the enquiries match the work you want.,Consultation booking with the right questions asked up front.,Design package sold online: a paid first step that qualifies hard.,Maintenance contracts online: recurring revenue off the builds you already did.,9000,"$5,000","$16,000",06082026,,,,
Garden Art Landscaping,,,info@gardenartfortcollins.com,(970) 490-6168,,Landscape design build,,Fort Collins,CO,,USA,America/Denver,small,,,,,https://gardenartfortcollins.com,"Portfolio images are too small and too slow to do six-figure work justice. No project budget bands, and a plain contact form as the only way to start.",,,,,,,cold-outreach,researched,"Subject: design fee, unsaid

Hi [First Name],

Went through Garden Art Landscaping's work the way a homeowner commissioning a garden does. It's beautiful. It's also one long scroll — no way to narrow by style, scale or budget, and nothing about what design costs.

And the inquiries that land are vague, so the first call is about scope instead of the garden.

Projects filterable by style, scale and budget. The design process spelled out so the brief arrives specific.

I'd like to build it and show you. One homepage, designed for Garden Art Landscaping, free. Not a template with your logo on it. The real thing, and it's yours whether we work together or not.

Want me to build it?

[Sender Name]
Bothmade","Subject: here it is

Here it is.

Projects filterable by style, scale and budget band, with the design process spelled out — so the brief that reaches you already knows what it's asking for.

It's a design, not a build — nothing clicks yet. Didn't want to fake a demo.

One question: would publishing a design fee range help you or cost you?

[Sender Name]","design-led buyers choose from images and yours cannot be narrowed by style, scale or budget","info@ on their own domain — the convention, right most of the time. Phone from a published listing. Worth a check before a big send.","Landscape design build in Fort Collins, CO. Researched 6 Aug 2026; email inferred as info@ on their verified domain, phone confirmed on a published listing.",field-run-011;landscape-design-build;CO;convention-email;has-phone,false,,75,,,"not-mobile-friendly,outdated-design,weak-branding",The portfolio does not look like the work: high-end landscape is bought on images and the images are small and slow.,No project budget guidance: the difference between a planting plan and a full build is fifty thousand dollars and the site says neither.,No way to start a conversation properly: a contact form for a six-figure project.,"Portfolio that does the work justice: large, fast, phone-first, by project type.",Project budget bands stated: so the enquiries match the work you want.,Consultation booking with the right questions asked up front.,Design package sold online: a paid first step that qualifies hard.,Maintenance contracts online: recurring revenue off the builds you already did.,9000,"$5,000","$16,000",06082026,,,,
Linden Leaf Landscapes,,,info@lindenleaflandscapes.com,(970) 232-8892,,Landscape design build,,Fort Collins,CO,,USA,America/Denver,small,,,,,https://lindenleaflandscapes.com,"Portfolio images are too small and too slow to do six-figure work justice. No project budget bands, and a plain contact form as the only way to start.",,,,,,,cold-outreach,researched,"Subject: the inquiry that arrives vague

Hi [First Name],

Went through Linden Leaf Landscapes' work the way a homeowner commissioning a garden does. It's beautiful. It's also one long scroll — no way to narrow by style, scale or budget, and nothing about what design costs.

And the inquiries that land are vague, so the first call is about scope instead of the garden.

Projects filterable by style, scale and budget. The design process spelled out so the brief arrives specific.

I'd like to build it and show you. One homepage, designed for Linden Leaf Landscapes, free. Not a template with your logo on it. The real thing, and it's yours whether we work together or not.

Say yes and it's yours by Friday.

[Sender Name]
Bothmade","Subject: Linden Leaf Landscapes — built it

Built it. Here.

Projects filterable by style, scale and budget band, with the design process spelled out — so the brief that reaches you already knows what it's asking for.

It's a design, not a build — nothing clicks yet. Didn't want to fake a demo.

One question: would publishing a design fee range help you or cost you?

[Sender Name]","design-led buyers choose from images and yours cannot be narrowed by style, scale or budget","info@ on their own domain — the convention, right most of the time. Phone from a published listing. Worth a check before a big send.","Landscape design build in Fort Collins, CO. Researched 6 Aug 2026; email inferred as info@ on their verified domain, phone confirmed on a published listing.",field-run-011;landscape-design-build;CO;convention-email;has-phone,false,,75,,,"not-mobile-friendly,outdated-design,weak-branding",The portfolio does not look like the work: high-end landscape is bought on images and the images are small and slow.,No project budget guidance: the difference between a planting plan and a full build is fifty thousand dollars and the site says neither.,No way to start a conversation properly: a contact form for a six-figure project.,"Portfolio that does the work justice: large, fast, phone-first, by project type.",Project budget bands stated: so the enquiries match the work you want.,Consultation booking with the right questions asked up front.,Design package sold online: a paid first step that qualifies hard.,Maintenance contracts online: recurring revenue off the builds you already did.,9000,"$5,000","$16,000",06082026,,,,
Zak George Landscaping,,,info@zakgeorgelandscaping.com,(970) 519-2153,,Landscape design build,,Fort Collins,CO,,USA,America/Denver,small,,,,,https://zakgeorgelandscaping.com,"Portfolio images are too small and too slow to do six-figure work justice. No project budget bands, and a plain contact form as the only way to start.",,,,,,,cold-outreach,researched,"Subject: the inquiry that arrives vague

Hi [First Name],

Your gardens are genuinely good. A design-led client chooses from images and yours can't be narrowed, so they never find the one that looks like their lot.

So the client who wanted exactly what you do never works out that you do it.

Projects filterable by style, scale and budget. The design process spelled out so the brief arrives specific.

So here's what I'll do. I'll build Zak George Landscaping that homepage. Free. Not a slide, not a proposal — the actual page, designed for your business. Yours to keep whether you hire me or not.

Want me to build it?

[Sender Name]
Bothmade","Subject: built it

Built it. Here.

Projects filterable by style, scale and budget band, with the design process spelled out — so the brief that reaches you already knows what it's asking for.

Static design, so nothing on it works yet. I'd rather show you the real idea than a fake demo.

One question: would publishing a design fee range help you or cost you?

[Sender Name]","design-led buyers choose from images and yours cannot be narrowed by style, scale or budget","info@ on their own domain — the convention, right most of the time. Phone from a published listing. Worth a check before a big send.","Landscape design build in Fort Collins, CO. Researched 6 Aug 2026; email inferred as info@ on their verified domain, phone confirmed on a published listing.",field-run-011;landscape-design-build;CO;convention-email;has-phone,false,,75,,,"not-mobile-friendly,outdated-design,weak-branding",The portfolio does not look like the work: high-end landscape is bought on images and the images are small and slow.,No project budget guidance: the difference between a planting plan and a full build is fifty thousand dollars and the site says neither.,No way to start a conversation properly: a contact form for a six-figure project.,"Portfolio that does the work justice: large, fast, phone-first, by project type.",Project budget bands stated: so the enquiries match the work you want.,Consultation booking with the right questions asked up front.,Design package sold online: a paid first step that qualifies hard.,Maintenance contracts online: recurring revenue off the builds you already did.,9000,"$5,000","$16,000",06082026,,,,
Classic Kitchens of Virginia,,,info@classickitchensofva.com,(804) 784-5075,,Kitchen and bath remodeling,,Richmond,VA,,USA,America/New_York,small,,,,,https://classickitchensofva.com,"Before-and-afters are the pitch and they are hard to reach on a phone. No budget guidance at all, so every enquiry opens with a conversation about whether they can afford you.",,,,,,,cold-outreach,researched,"Subject: the tire-kicker problem

Hi [First Name],

Looked at Classic Kitchens of Virginia the way a homeowner with a sixty-thousand-dollar kitchen in mind does. Your finished work is good. There was no way to find a kitchen like mine, and no way to tell you what my job actually is.

That's a $60k kitchen going to the company whose site made it feel easy.

Projects filterable by room, style and budget. A form that asks about the job, so it arrives ready to quote.

I'd like to build it and show you. One homepage, designed for Classic Kitchens of Virginia, free. Not a template with your logo on it. The real thing, and it's yours whether we work together or not.

Want it?

[Sender Name]
Bothmade","Subject: built it

Built it. Here.

Before-and-afters filterable by room, style and budget band. The inquiry asks about the room, the scope and the timing — so it lands ready to quote instead of ready to interview.

It's a design, not a build — nothing clicks yet. Didn't want to fake a demo.

One question: what do you wish every inquiry told you before you called them back?

[Sender Name]",before-and-afters are what sell this and they sit in a gallery nobody can filter,"info@ on their own domain — the convention, right most of the time. Phone from a published listing. Worth a check before a big send.","Kitchen and bath remodeling in Richmond, VA. Researched 6 Aug 2026; email inferred as info@ on their verified domain, phone confirmed on a published listing.",field-run-011;kitchen-and-bath-remodeling;VA;convention-email;has-phone,false,,75,,,"not-mobile-friendly,outdated-design,no-booking",Before-and-afters are the whole pitch and they are hard to reach: a remodel is bought with the eyes.,No budget guidance at all: every enquiry starts with a conversation about whether they can afford you.,No way to book a consultation: the form goes to an inbox and the momentum dies over the weekend.,"Before-and-after galleries by room: sized for a phone, quick to scroll.","Budget ranges stated: typical spend for a kitchen and for a bath, plainly.",Consultation booking online: while they are still looking at the photos.,"Design questionnaire before the visit: a shorter, better first meeting.",Financing pre-qualification: the objection handled before you drive out there.,8500,"$4,000","$15,000",06082026,,,,
R.J. Tilley,,,info@rjtilley.com,(804) 979-2525,,Kitchen and bath remodeling,,Richmond,VA,,USA,America/New_York,small,,,,,https://rjtilley.com,"Before-and-afters are the pitch and they are hard to reach on a phone. No budget guidance at all, so every enquiry opens with a conversation about whether they can afford you.",,,,,,,cold-outreach,researched,"Subject: quoting jobs that were never real

Hi [First Name],

Looked at R.J. Tilley the way a homeowner with a sixty-thousand-dollar kitchen in mind does. Your finished work is good. There was no way to find a kitchen like mine, and no way to tell you what my job actually is.

That's a $60k kitchen going to the company whose site made it feel easy.

Projects filterable by room, style and budget. A form that asks about the job, so it arrives ready to quote.

Let me build it for you. A real homepage for R.J. Tilley, on me, before we ever talk money. If it's good you'll know in ten seconds. If it isn't, you've lost nothing.

Worth a look? One word back and I'll start.

[Sender Name]
Bothmade","Subject: built it

Built it. Here.

Before-and-afters filterable by room, style and budget band. The inquiry asks about the room, the scope and the timing — so it lands ready to quote instead of ready to interview.

It's a design, not a build — nothing clicks yet. Didn't want to fake a demo.

One question: what do you wish every inquiry told you before you called them back?

[Sender Name]",before-and-afters are what sell this and they sit in a gallery nobody can filter,"info@ on their own domain — the convention, right most of the time. Phone from a published listing. Worth a check before a big send.","Kitchen and bath remodeling in Richmond, VA. Researched 6 Aug 2026; email inferred as info@ on their verified domain, phone confirmed on a published listing.",field-run-011;kitchen-and-bath-remodeling;VA;convention-email;has-phone,false,,75,,,"not-mobile-friendly,outdated-design,no-booking",Before-and-afters are the whole pitch and they are hard to reach: a remodel is bought with the eyes.,No budget guidance at all: every enquiry starts with a conversation about whether they can afford you.,No way to book a consultation: the form goes to an inbox and the momentum dies over the weekend.,"Before-and-after galleries by room: sized for a phone, quick to scroll.","Budget ranges stated: typical spend for a kitchen and for a bath, plainly.",Consultation booking online: while they are still looking at the photos.,"Design questionnaire before the visit: a shorter, better first meeting.",Financing pre-qualification: the objection handled before you drive out there.,8500,"$4,000","$15,000",06082026,,,,
Classic Construction,,,info@classicconstructionext.com,(804) 794-5690,,Kitchen and bath remodeling,,Richmond,VA,,USA,America/New_York,small,,,,,https://classicconstructionext.com,"Before-and-afters are the pitch and they are hard to reach on a phone. No budget guidance at all, so every enquiry opens with a conversation about whether they can afford you.",,,,,,,cold-outreach,researched,"Subject: the tire-kicker problem

Hi [First Name],

Looked at Classic Construction the way a homeowner with a sixty-thousand-dollar kitchen in mind does. Your finished work is good. There was no way to find a kitchen like mine, and no way to tell you what my job actually is.

That's a $60k kitchen going to the company whose site made it feel easy.

Projects filterable by room, style and budget. A form that asks about the job, so it arrives ready to quote.

Let me build it for you. A real homepage for Classic Construction, on me, before we ever talk money. If it's good you'll know in ten seconds. If it isn't, you've lost nothing.

Should I send it over?

[Sender Name]
Bothmade","Subject: Classic Construction — built it

Here it is — Classic Construction, as promised.

Before-and-afters filterable by room, style and budget band. The inquiry asks about the room, the scope and the timing — so it lands ready to quote instead of ready to interview.

It's a design, not a build — nothing clicks yet. Didn't want to fake a demo.

One question: what do you wish every inquiry told you before you called them back?

[Sender Name]",before-and-afters are what sell this and they sit in a gallery nobody can filter,"info@ on their own domain — the convention, right most of the time. Phone from a published listing. Worth a check before a big send.","Kitchen and bath remodeling in Richmond, VA. Researched 6 Aug 2026; email inferred as info@ on their verified domain, phone confirmed on a published listing.",field-run-011;kitchen-and-bath-remodeling;VA;convention-email;has-phone,false,,75,,,"not-mobile-friendly,outdated-design,no-booking",Before-and-afters are the whole pitch and they are hard to reach: a remodel is bought with the eyes.,No budget guidance at all: every enquiry starts with a conversation about whether they can afford you.,No way to book a consultation: the form goes to an inbox and the momentum dies over the weekend.,"Before-and-after galleries by room: sized for a phone, quick to scroll.","Budget ranges stated: typical spend for a kitchen and for a bath, plainly.",Consultation booking online: while they are still looking at the photos.,"Design questionnaire before the visit: a shorter, better first meeting.",Financing pre-qualification: the objection handled before you drive out there.,8500,"$4,000","$15,000",06082026,,,,
Wright Plastic Surgery & Med Spa,,,info@drwrightplasticsurgery.com,(501) 575-0088,,Med spa,,Little Rock,AR,,USA,America/Chicago,small,,,,,https://drwrightplasticsurgery.com,"Reviews and treatment photos do the selling and both sit below a phone number that stops answering at five. No online booking, no prices, and the whole thing was built for a desktop.",,,,,,,cold-outreach,researched,"Subject: the booking you lost last night

Hi [First Name],

Looked you up the way a new client does — evening, phone, already decided she wants tox, just picking where. Wright Plastic Surgery & Med Spa won on reviews. Then booking meant calling in the morning.

That's the sale, right there. She books wherever the button is, and you never find out you lost her.

Booking belongs on the homepage, next to the reviews, working at midnight.

Let me build it for you. A real homepage for Wright Plastic Surgery & Med Spa, on me, before we ever talk money. If it's good you'll know in ten seconds. If it isn't, you've lost nothing.

Want me to build it?

[Sender Name]
Bothmade","Subject: here it is

Here it is.

Booking sits on the homepage next to your reviews. Two taps to Thursday at six. That's the part your site can't do tonight.

It's a design, not a build — nothing clicks yet. Didn't want to fake a demo.

One thing I'd want your answer on: is membership what you'd push hardest here, or first-visit tox?

[Sender Name]",the reviews do the selling and the booking is a phone number that stops answering at five,"info@ on their own domain — the convention, right most of the time. Phone from a published listing. Worth a check before a big send.","Med spa in Little Rock, AR. Researched 6 Aug 2026; email inferred as info@ on their verified domain, phone confirmed on a published listing.",field-run-011;med-spa;AR;convention-email;has-phone,false,,75,,,"no-booking,not-mobile-friendly,outdated-design","No booking after hours: the decision to book happens at nine at night on a phone, and the only way in is a front desk that shut at five.","Treatments with no prices: she has to ring and ask what tox costs, which is the one call a first-timer will not make.",Reviews doing the selling on the wrong page: the thing that closes her is two clicks from where she lands.,"Booking on the homepage: live at midnight, two taps, no phone call.",Treatment menu with prices: stated plainly so nobody has to ring to find out.,Reviews beside the booking button: the proof and the action on one screen.,Membership signup online: recurring revenue that does not need the front desk.,Automated reminders and rebooking: fewer no-shows without anybody chasing.,10000,"$5,000","$18,000",06082026,,,,
