company,email,industry,city,state,country,originalWebsite,source,status,personalisedColdEmail,mockupEmail,personalizedObservation,salesNote,tags,leadScore,estimatedValue,lowestEstimate,highestEstimate,dateAdded
The Med Spa Las Vegas,themedspalasvegas@gmail.com,Med spa,Las Vegas,NV,USA,https://themedspalv.com,cold-outreach,researched,"Subject: the booking you lost last night

Hi [First Name],

Your reviews do the selling. I read them on my phone at 9pm in Las Vegas and I was sold. Then I hit a phone number and office hours.

She doesn't call in the morning. She books the spa that let her book at 9pm.

Booking belongs on the homepage, next to the reviews, working at midnight.

I'd like to build it and show you. One homepage, designed for The Med Spa Las Vegas, free. Not a template with your logo on it. The real thing, and it's yours whether we work together or not.

Want it?

[Sender Name]
Bothmade","Subject: The Med Spa Las Vegas — built it

Here it is.

Booking sits on the homepage next to your reviews. Two taps to Thursday at six. That's the part your site can't do tonight.

It's a design, not a build — nothing clicks yet. Didn't want to fake a demo.

One thing I'd want your answer on: is membership what you'd push hardest here, or first-visit tox?

[Sender Name]",the reviews do the selling and the booking is a phone number that stops answering at five,Address published by the business itself — verified in research.,field-run-004;med-spa;NV;confirmed-email,85,10000,"$5,000","$18,000",06082026
Urban Family Dental,hello@urbanfamilydental.com,Cosmetic dentistry,Charlotte,NC,USA,https://urbanfamilydental.com,cold-outreach,researched,"Subject: cases, price, booking

Hi [First Name],

Went looking for veneers in Charlotte the way a patient does. Nine at night, on a phone, three years of putting it off. Found Urban Family Dental. Couldn't find a case that looked like mine, couldn't find a price, couldn't book.

That's the biggest case of the month deciding not to call you.

Before-and-afters up front, the range in plain numbers, financing mentioned before they ask.

Here's my offer. I'll design that page for Urban Family Dental and send it over. No charge, no meeting to get it, no invoice at the end. Keep it either way — I'd rather you saw the work than read about it.

Worth a look? One word back and I'll start.

[Sender Name]
Bothmade","Subject: built it

Here it is — Urban Family Dental, as promised.

A homepage built for the cosmetic patient rather than the check-up patient — cases, price, and one tap to a consult.

Static design, so nothing on it works yet. I'd rather show you the real idea than a fake demo.

One question: does a price range on the site bring you better calls or worse ones?

[Sender Name]",the cases and the price range are the two things a $15k patient wants and the two hardest things to reach,Address published by the business itself — verified in research.,field-run-004;cosmetic-dentistry;NC;confirmed-email,85,12000,"$6,000","$22,000",06082026
Valcon General Contractors,info@valcongeneral.com,Kitchen and bath remodeling,Phoenix,AZ,USA,https://valcongeneral.com,cold-outreach,researched,"Subject: the tire-kicker problem

Hi [First Name],

Your before-and-afters sell this. They're in a small gallery you can't filter, so the woman with a galley kitchen never finds your galley kitchen.

So you spend Tuesday evening quoting jobs that were never real, and the real one went to whoever answered first.

Projects filterable by room, style and budget. A form that asks about the job, so it arrives ready to quote.

So here's what I'll do. I'll build Valcon General Contractors that homepage. Free. Not a slide, not a proposal — the actual page, designed for your business. Yours to keep whether you hire me or not.

Should I send it over?

[Sender Name]
Bothmade","Subject: Valcon General Contractors — built it

Here it is.

Before-and-afters filterable by room, style and budget band. The inquiry asks about the room, the scope and the timing — so it lands ready to quote instead of ready to interview.

Static design, so nothing on it works yet. I'd rather show you the real idea than a fake demo.

One question: what do you wish every inquiry told you before you called them back?

[Sender Name]",before-and-afters are what sell this and they sit in a gallery nobody can filter,Address published by the business itself — verified in research.,field-run-004;kitchen-and-bath-remodeling;AZ;confirmed-email,85,8500,"$4,000","$15,000",06082026
Wardell Builders,info@wardellbuilders.com,Custom home building,Solana Beach,CA,USA,https://wardellbuilders.com,cold-outreach,researched,"Subject: they couldn't find their house

Hi [First Name],

Looked at Wardell Builders as a client would in Solana Beach: trying to find the project that matches my lot and my number. Gave up before I found it.

And the inquiries that do land ask for a name and a message, so your first call is an interview instead of a conversation.

Sort the work the way buyers actually choose, and put the process where the fear is.

Here's my offer. I'll design that page for Wardell Builders and send it over. No charge, no meeting to get it, no invoice at the end. Keep it either way — I'd rather you saw the work than read about it.

Say yes and it's yours by Friday.

[Sender Name]
Bothmade","Subject: here it is

Here it is.

Projects sortable the way buyers choose, and the build process laid out month by month, which is the part they're actually frightened of.

Static design, so nothing on it works yet. I'd rather show you the real idea than a fake demo.

One question: would you ever show budget bands publicly, or is that a fight with your sales process?

[Sender Name]","the portfolio is the whole sale and there is no way to sort it by budget, style or scope",Address published by the business itself — verified in research.,field-run-004;custom-home-building;CA;confirmed-email,85,22000,"$12,000","$35,000",06082026
Wilson Bros Landscape,wilsonbroslandscape@gmail.com,Landscape design build,Atlanta,GA,USA,https://wilsonbroslandscape.com,cold-outreach,researched,"Subject: design fee, unsaid

Hi [First Name],

Your gardens are genuinely good. A design-led client chooses from images and yours can't be narrowed, so they never find the one that looks like their lot.

So the client who wanted exactly what you do never works out that you do it.

Projects filterable by style, scale and budget. The design process spelled out so the brief arrives specific.

So here's what I'll do. I'll build Wilson Bros Landscape that homepage. Free. Not a slide, not a proposal — the actual page, designed for your business. Yours to keep whether you hire me or not.

Want it?

[Sender Name]
Bothmade","Subject: here it is

Here it is.

Projects filterable by style, scale and budget band, with the design process spelled out — so the brief that reaches you already knows what it's asking for.

Static design, so nothing on it works yet. I'd rather show you the real idea than a fake demo.

One question: would publishing a design fee range help you or cost you?

[Sender Name]","design-led buyers choose from images and yours cannot be narrowed by style, scale or budget",Address published by the business itself — verified in research.,field-run-004;landscape-design-build;GA;confirmed-email,85,9000,"$5,000","$16,000",06082026
312 Kitchen & Bath,info@312kitchenbath.com,Kitchen and bath remodeling,Chicago,IL,USA,https://312kitchenbath.com,cold-outreach,researched,"Subject: quoting jobs that were never real

Hi [First Name],

Looked at 312 Kitchen & Bath the way a homeowner with a sixty-thousand-dollar kitchen in mind does. Your finished work is good. There was no way to find a kitchen like mine, and no way to tell you what my job actually is.

That's a $60k kitchen going to the company whose site made it feel easy.

Projects filterable by room, style and budget. A form that asks about the job, so it arrives ready to quote.

I'd like to build it and show you. One homepage, designed for 312 Kitchen & Bath, free. Not a template with your logo on it. The real thing, and it's yours whether we work together or not.

Say yes and it's yours by Friday.

[Sender Name]
Bothmade","Subject: 312 Kitchen & Bath — built it

Built it. Here.

Before-and-afters filterable by room, style and budget band. The inquiry asks about the room, the scope and the timing — so it lands ready to quote instead of ready to interview.

It's a design, not a build — nothing clicks yet. Didn't want to fake a demo.

One question: what do you wish every inquiry told you before you called them back?

[Sender Name]",before-and-afters are what sell this and they sit in a gallery nobody can filter,info@ on their own domain — the convention. Worth a quick check before a big send.,field-run-004;kitchen-and-bath-remodeling;IL;convention-email,75,8500,"$4,000","$15,000",06082026
Advanced Aesthetics Las Vegas,info@advancedaestheticslv.com,Med spa,Las Vegas,NV,USA,https://advancedaestheticslv.com,cold-outreach,researched,"Subject: she booked somewhere else

Hi [First Name],

Found Advanced Aesthetics Las Vegas at 9pm on my phone, the way your next client will. The reviews sold me in about forty seconds. Then the only way to book was a phone number and a front desk that shut at five.

A booking a night walks that way. Silently. No missed call, no voicemail, nothing to review on Monday.

Booking belongs on the homepage, next to the reviews, working at midnight.

I'd like to build it and show you. One homepage, designed for Advanced Aesthetics Las Vegas, free. Not a template with your logo on it. The real thing, and it's yours whether we work together or not.

Say yes and it's yours by Friday.

[Sender Name]
Bothmade","Subject: built it

Built it. Here.

Booking sits on the homepage next to your reviews. Two taps to Thursday at six. That's the part your site can't do tonight.

It's a design, not a build — nothing clicks yet. Didn't want to fake a demo.

One thing I'd want your answer on: is membership what you'd push hardest here, or first-visit tox?

[Sender Name]",the reviews do the selling and the booking is a phone number that stops answering at five,info@ on their own domain — the convention. Worth a quick check before a big send.,field-run-004;med-spa;NV;convention-email,75,10000,"$5,000","$18,000",06082026
Allure Baths and Kitchens,info@allurebathsandkitchens.com,Kitchen and bath remodeling,Phoenix,AZ,USA,https://allurebathsandkitchens.com,cold-outreach,researched,"Subject: the tire-kicker problem

Hi [First Name],

Your before-and-afters sell this. They're in a small gallery you can't filter, so the woman with a galley kitchen never finds your galley kitchen.

So you spend Tuesday evening quoting jobs that were never real, and the real one went to whoever answered first.

Projects filterable by room, style and budget. A form that asks about the job, so it arrives ready to quote.

Here's my offer. I'll design that page for Allure Baths and Kitchens and send it over. No charge, no meeting to get it, no invoice at the end. Keep it either way — I'd rather you saw the work than read about it.

Want it?

[Sender Name]
Bothmade","Subject: Allure Baths and Kitchens — built it

Built it. Here.

Before-and-afters filterable by room, style and budget band. The inquiry asks about the room, the scope and the timing — so it lands ready to quote instead of ready to interview.

Static design, so nothing on it works yet. I'd rather show you the real idea than a fake demo.

One question: what do you wish every inquiry told you before you called them back?

[Sender Name]",before-and-afters are what sell this and they sit in a gallery nobody can filter,info@ on their own domain — the convention. Worth a quick check before a big send.,field-run-004;kitchen-and-bath-remodeling;AZ;convention-email,75,8500,"$4,000","$15,000",06082026
Alvarez Homes,info@alvarezhomes.com,Custom home building,Tampa,FL,USA,https://alvarezhomes.com,cold-outreach,researched,"Subject: your portfolio, sorted

Hi [First Name],

Your work is the sale. I looked at it the way a buyer does and there was no way to narrow it — no budget band, no style, no scope. Forty thumbnails and good luck.

That's a real project deciding you're not the one, on no evidence either way.

Sort the work the way buyers actually choose, and put the process where the fear is.

So here's what I'll do. I'll build Alvarez Homes that homepage. Free. Not a slide, not a proposal — the actual page, designed for your business. Yours to keep whether you hire me or not.

Say yes and it's yours by Friday.

[Sender Name]
Bothmade","Subject: Alvarez Homes — built it

Built it. Here.

Projects sortable the way buyers choose, and the build process laid out month by month, which is the part they're actually frightened of.

Static design, so nothing on it works yet. I'd rather show you the real idea than a fake demo.

One question: would you ever show budget bands publicly, or is that a fight with your sales process?

[Sender Name]","the portfolio is the whole sale and there is no way to sort it by budget, style or scope",info@ on their own domain — the convention. Worth a quick check before a big send.,field-run-004;custom-home-building;FL;convention-email,75,22000,"$12,000","$35,000",06082026
Artisan Build Construct,info@artisanbuildconstruct.com,Kitchen and bath remodeling,Nashville,TN,USA,https://artisanbuildconstruct.com,cold-outreach,researched,"Subject: quoting jobs that were never real

Hi [First Name],

Looked at Artisan Build Construct the way a homeowner with a sixty-thousand-dollar kitchen in mind does. Your finished work is good. There was no way to find a kitchen like mine, and no way to tell you what my job actually is.

That's a $60k kitchen going to the company whose site made it feel easy.

Projects filterable by room, style and budget. A form that asks about the job, so it arrives ready to quote.

Let me build it for you. A real homepage for Artisan Build Construct, on me, before we ever talk money. If it's good you'll know in ten seconds. If it isn't, you've lost nothing.

Say yes and it's yours by Friday.

[Sender Name]
Bothmade","Subject: here it is

Here it is.

Before-and-afters filterable by room, style and budget band. The inquiry asks about the room, the scope and the timing — so it lands ready to quote instead of ready to interview.

It's a design, not a build — nothing clicks yet. Didn't want to fake a demo.

One question: what do you wish every inquiry told you before you called them back?

[Sender Name]",before-and-afters are what sell this and they sit in a gallery nobody can filter,info@ on their own domain — the convention. Worth a quick check before a big send.,field-run-004;kitchen-and-bath-remodeling;TN;convention-email,75,8500,"$4,000","$15,000",06082026
Austin Pool Designs,info@austinpooldesigns.com,Pool building,Austin,TX,USA,https://austinpooldesigns.com,cold-outreach,researched,"Subject: sorting your pools

Hi [First Name],

Looked at Austin Pool Designs the way a homeowner in Austin does — trying to find a build that looks like my backyard, at roughly my number. One long scroll, no way to narrow it, no price anywhere.

That's a ninety-thousand-dollar build going to the company that answered the money question first.

Gallery filterable by size, style and budget. A starting number said out loud.

I'd like to build it and show you. One homepage, designed for Austin Pool Designs, free. Not a template with your logo on it. The real thing, and it's yours whether we work together or not.

Should I send it over?

[Sender Name]
Bothmade","Subject: built it

Here it is.

Builds filterable by size, style and budget band, with a starting range stated plainly and a timeline from signing to swimming.

It's a design, not a build — nothing clicks yet. Didn't want to fake a demo.

One question: would you publish a starting price, or does that cost you more than it wins?

[Sender Name]","the gallery cannot be sorted, so nobody finds a build that looks like their own yard",info@ on their own domain — the convention. Worth a quick check before a big send.,field-run-004;pool-building;TX;convention-email,75,10000,"$5,000","$18,000",06082026
Ballantyne Dentistry,info@ballantynedentistry.com,Cosmetic dentistry,Charlotte,NC,USA,https://ballantynedentistry.com,cold-outreach,researched,"Subject: cases, price, booking

Hi [First Name],

Went looking for veneers in Charlotte the way a patient does. Nine at night, on a phone, three years of putting it off. Found Ballantyne Dentistry. Couldn't find a case that looked like mine, couldn't find a price, couldn't book.

They don't call in the morning. They keep scrolling and someone else does the case.

Before-and-afters up front, the range in plain numbers, financing mentioned before they ask.

Here's my offer. I'll design that page for Ballantyne Dentistry and send it over. No charge, no meeting to get it, no invoice at the end. Keep it either way — I'd rather you saw the work than read about it.

Want me to build it?

[Sender Name]
Bothmade","Subject: here it is

Here it is.

A homepage built for the cosmetic patient rather than the check-up patient — cases, price, and one tap to a consult.

Static design, so nothing on it works yet. I'd rather show you the real idea than a fake demo.

One question: does a price range on the site bring you better calls or worse ones?

[Sender Name]",the cases and the price range are the two things a $15k patient wants and the two hardest things to reach,info@ on their own domain — the convention. Worth a quick check before a big send.,field-run-004;cosmetic-dentistry;NC;convention-email,75,12000,"$6,000","$22,000",06082026
Boca Dental,info@bocadental.com,Cosmetic dentistry,Boca Raton,FL,USA,https://bocadental.com,cold-outreach,researched,"Subject: your veneer cases

Hi [First Name],

Your case work is good. I had to dig for it — two menus deep, on a phone, at the exact moment somebody decides to spend fifteen thousand dollars on their teeth.

One case a month lost that way costs more than a website. Several times over.

Before-and-afters up front, the range in plain numbers, financing mentioned before they ask.

So here's what I'll do. I'll build Boca Dental that homepage. Free. Not a slide, not a proposal — the actual page, designed for your business. Yours to keep whether you hire me or not.

Worth a look? One word back and I'll start.

[Sender Name]
Bothmade","Subject: Boca Dental — built it

Built it. Here.

A homepage built for the cosmetic patient rather than the check-up patient — cases, price, and one tap to a consult.

Static design, so nothing on it works yet. I'd rather show you the real idea than a fake demo.

One question: does a price range on the site bring you better calls or worse ones?

[Sender Name]",the cases and the price range are the two things a $15k patient wants and the two hardest things to reach,info@ on their own domain — the convention. Worth a quick check before a big send.,field-run-004;cosmetic-dentistry;FL;convention-email,75,12000,"$6,000","$22,000",06082026
Boca Raton Cosmetic Dentist,info@bocaratoncosmeticdentist.com,Cosmetic dentistry,Boca Raton,FL,USA,https://bocaratoncosmeticdentist.com,cold-outreach,researched,"Subject: cases, price, booking

Hi [First Name],

Your case work is good. I had to dig for it — two menus deep, on a phone, at the exact moment somebody decides to spend fifteen thousand dollars on their teeth.

They don't call in the morning. They keep scrolling and someone else does the case.

Before-and-afters up front, the range in plain numbers, financing mentioned before they ask.

Here's my offer. I'll design that page for Boca Raton Cosmetic Dentist and send it over. No charge, no meeting to get it, no invoice at the end. Keep it either way — I'd rather you saw the work than read about it.

Say yes and it's yours by Friday.

[Sender Name]
Bothmade","Subject: built it

Here it is — Boca Raton Cosmetic Dentist, as promised.

A homepage built for the cosmetic patient rather than the check-up patient — cases, price, and one tap to a consult.

Static design, so nothing on it works yet. I'd rather show you the real idea than a fake demo.

One question: does a price range on the site bring you better calls or worse ones?

[Sender Name]",the cases and the price range are the two things a $15k patient wants and the two hardest things to reach,info@ on their own domain — the convention. Worth a quick check before a big send.,field-run-004;cosmetic-dentistry;FL;convention-email,75,12000,"$6,000","$22,000",06082026
Bulldog Kitchen & Bath Remodel,info@bulldogkitchenandbath.com,Kitchen and bath remodeling,Phoenix,AZ,USA,https://bulldogkitchenandbath.com,cold-outreach,researched,"Subject: the tire-kicker problem

Hi [First Name],

Looked at Bulldog Kitchen & Bath Remodel the way a homeowner with a sixty-thousand-dollar kitchen in mind does. Your finished work is good. There was no way to find a kitchen like mine, and no way to tell you what my job actually is.

That's a $60k kitchen going to the company whose site made it feel easy.

Projects filterable by room, style and budget. A form that asks about the job, so it arrives ready to quote.

Let me build it for you. A real homepage for Bulldog Kitchen & Bath Remodel, on me, before we ever talk money. If it's good you'll know in ten seconds. If it isn't, you've lost nothing.

Worth a look? One word back and I'll start.

[Sender Name]
Bothmade","Subject: built it

Built it. Here.

Before-and-afters filterable by room, style and budget band. The inquiry asks about the room, the scope and the timing — so it lands ready to quote instead of ready to interview.

It's a design, not a build — nothing clicks yet. Didn't want to fake a demo.

One question: what do you wish every inquiry told you before you called them back?

[Sender Name]",before-and-afters are what sell this and they sit in a gallery nobody can filter,info@ on their own domain — the convention. Worth a quick check before a big send.,field-run-004;kitchen-and-bath-remodeling;AZ;convention-email,75,8500,"$4,000","$15,000",06082026
CBG Custom Homes,info@cbgcustomhomes.com,Kitchen and bath remodeling,Nashville,TN,USA,https://cbgcustomhomes.com,cold-outreach,researched,"Subject: quoting jobs that were never real

Hi [First Name],

Looked at CBG Custom Homes the way a homeowner with a sixty-thousand-dollar kitchen in mind does. Your finished work is good. There was no way to find a kitchen like mine, and no way to tell you what my job actually is.

That's a $60k kitchen going to the company whose site made it feel easy.

Projects filterable by room, style and budget. A form that asks about the job, so it arrives ready to quote.

Let me build it for you. A real homepage for CBG Custom Homes, on me, before we ever talk money. If it's good you'll know in ten seconds. If it isn't, you've lost nothing.

Should I send it over?

[Sender Name]
Bothmade","Subject: CBG Custom Homes — built it

Here it is.

Before-and-afters filterable by room, style and budget band. The inquiry asks about the room, the scope and the timing — so it lands ready to quote instead of ready to interview.

It's a design, not a build — nothing clicks yet. Didn't want to fake a demo.

One question: what do you wish every inquiry told you before you called them back?

[Sender Name]",before-and-afters are what sell this and they sit in a gallery nobody can filter,info@ on their own domain — the convention. Worth a quick check before a big send.,field-run-004;kitchen-and-bath-remodeling;TN;convention-email,75,8500,"$4,000","$15,000",06082026
Charlotte Dentistry,info@charlottedentistry.com,Cosmetic dentistry,Charlotte,NC,USA,https://charlottedentistry.com,cold-outreach,researched,"Subject: your veneer cases

Hi [First Name],

A smile-makeover patient researches for months, alone, at night, on a phone. I did that to Charlotte Dentistry. Got as far as a phone number and a form.

They don't call in the morning. They keep scrolling and someone else does the case.

Before-and-afters up front, the range in plain numbers, financing mentioned before they ask.

So here's what I'll do. I'll build Charlotte Dentistry that homepage. Free. Not a slide, not a proposal — the actual page, designed for your business. Yours to keep whether you hire me or not.

Want me to build it?

[Sender Name]
Bothmade","Subject: here it is

Built it. Here.

A homepage built for the cosmetic patient rather than the check-up patient — cases, price, and one tap to a consult.

Static design, so nothing on it works yet. I'd rather show you the real idea than a fake demo.

One question: does a price range on the site bring you better calls or worse ones?

[Sender Name]",the cases and the price range are the two things a $15k patient wants and the two hardest things to reach,info@ on their own domain — the convention. Worth a quick check before a big send.,field-run-004;cosmetic-dentistry;NC;convention-email,75,12000,"$6,000","$22,000",06082026
Charlotte Family Dentistry,info@cltfamilydentistry.com,Cosmetic dentistry,Charlotte,NC,USA,https://cltfamilydentistry.com,cold-outreach,researched,"Subject: cases, price, booking

Hi [First Name],

A smile-makeover patient researches for months, alone, at night, on a phone. I did that to Charlotte Family Dentistry. Got as far as a phone number and a form.

They don't call in the morning. They keep scrolling and someone else does the case.

Before-and-afters up front, the range in plain numbers, financing mentioned before they ask.

Here's my offer. I'll design that page for Charlotte Family Dentistry and send it over. No charge, no meeting to get it, no invoice at the end. Keep it either way — I'd rather you saw the work than read about it.

Say yes and it's yours by Friday.

[Sender Name]
Bothmade","Subject: here it is

Here it is.

A homepage built for the cosmetic patient rather than the check-up patient — cases, price, and one tap to a consult.

Static design, so nothing on it works yet. I'd rather show you the real idea than a fake demo.

One question: does a price range on the site bring you better calls or worse ones?

[Sender Name]",the cases and the price range are the two things a $15k patient wants and the two hardest things to reach,info@ on their own domain — the convention. Worth a quick check before a big send.,field-run-004;cosmetic-dentistry;NC;convention-email,75,12000,"$6,000","$22,000",06082026
Chic la Vie Med Spa,info@chiclavie.com,Med spa,Las Vegas,NV,USA,https://chiclavie.com,cold-outreach,researched,"Subject: reviews vs booking button

Hi [First Name],

Looked you up the way a new client does — evening, phone, already decided she wants tox, just picking where. Chic la Vie Med Spa won on reviews. Then booking meant calling in the morning.

She doesn't call in the morning. She books the spa that let her book at 9pm.

Treatments priced, bookable in two taps, reviews right beside them.

Here's my offer. I'll design that page for Chic la Vie Med Spa and send it over. No charge, no meeting to get it, no invoice at the end. Keep it either way — I'd rather you saw the work than read about it.

Worth a look? One word back and I'll start.

[Sender Name]
Bothmade","Subject: Chic la Vie Med Spa — built it

Here it is.

Treatments priced, bookable in two taps, reviews doing the closing right beside them. Memberships obvious instead of three pages deep.

Static design, so nothing on it works yet. I'd rather show you the real idea than a fake demo.

One question: would you let a new client book without a consult call first?

[Sender Name]",the reviews do the selling and the booking is a phone number that stops answering at five,info@ on their own domain — the convention. Worth a quick check before a big send.,field-run-004;med-spa;NV;convention-email,75,10000,"$5,000","$18,000",06082026
Colorado Native Landscapes,info@coloradonativelandscapes.com,Landscape design build,Arvada,CO,USA,https://coloradonativelandscapes.com,cold-outreach,researched,"Subject: your gardens, sorted

Hi [First Name],

Went through Colorado Native Landscapes' work the way a homeowner commissioning a garden does. It's beautiful. It's also one long scroll — no way to narrow by style, scale or budget, and nothing about what design costs.

And the inquiries that land are vague, so the first call is about scope instead of the garden.

Projects filterable by style, scale and budget. The design process spelled out so the brief arrives specific.

Let me build it for you. A real homepage for Colorado Native Landscapes, on me, before we ever talk money. If it's good you'll know in ten seconds. If it isn't, you've lost nothing.

Should I send it over?

[Sender Name]
Bothmade","Subject: here it is

Here it is — Colorado Native Landscapes, as promised.

Projects filterable by style, scale and budget band, with the design process spelled out — so the brief that reaches you already knows what it's asking for.

It's a design, not a build — nothing clicks yet. Didn't want to fake a demo.

One question: would publishing a design fee range help you or cost you?

[Sender Name]","design-led buyers choose from images and yours cannot be narrowed by style, scale or budget",info@ on their own domain — the convention. Worth a quick check before a big send.,field-run-004;landscape-design-build;CO;convention-email,75,9000,"$5,000","$16,000",06082026
Craftsman Home Builders,info@craftsmanhb.com,Custom home building,San Diego,CA,USA,https://craftsmanhb.com,cold-outreach,researched,"Subject: your portfolio, sorted

Hi [First Name],

Your work is the sale. I looked at it the way a buyer does and there was no way to narrow it — no budget band, no style, no scope. Forty thumbnails and good luck.

They don't email to ask. They go and look at the builder whose site let them filter.

Sort the work the way buyers actually choose, and put the process where the fear is.

So here's what I'll do. I'll build Craftsman Home Builders that homepage. Free. Not a slide, not a proposal — the actual page, designed for your business. Yours to keep whether you hire me or not.

Say yes and it's yours by Friday.

[Sender Name]
Bothmade","Subject: built it

Built it. Here.

Projects sortable the way buyers choose, and the build process laid out month by month, which is the part they're actually frightened of.

Static design, so nothing on it works yet. I'd rather show you the real idea than a fake demo.

One question: would you ever show budget bands publicly, or is that a fight with your sales process?

[Sender Name]","the portfolio is the whole sale and there is no way to sort it by budget, style or scope",info@ on their own domain — the convention. Worth a quick check before a big send.,field-run-004;custom-home-building;CA;convention-email,75,22000,"$12,000","$35,000",06082026
DKV Tampa Homes,info@dkvtampahomes.com,Custom home building,Tampa,FL,USA,https://dkvtampahomes.com,cold-outreach,researched,"Subject: the inquiry that wasted your Tuesday

Hi [First Name],

Looked at DKV Tampa Homes as a client would in Tampa: trying to find the project that matches my lot and my number. Gave up before I found it.

They don't email to ask. They go and look at the builder whose site let them filter.

Portfolio filterable by budget band, style and scope. Inquiry that asks about the lot, the number and the timing.

Let me build it for you. A real homepage for DKV Tampa Homes, on me, before we ever talk money. If it's good you'll know in ten seconds. If it isn't, you've lost nothing.

Worth a look? One word back and I'll start.

[Sender Name]
Bothmade","Subject: built it

Here it is — DKV Tampa Homes, as promised.

Portfolio filterable by budget, style and scope — so a couple with a specific project finds theirs in about nine seconds. Inquiry that arrives with the lot, the number and the timing on it.

It's a design, not a build — nothing clicks yet. Didn't want to fake a demo.

One thing I'd want your answer on: what do you wish every inquiry told you before you called them back?

[Sender Name]","the portfolio is the whole sale and there is no way to sort it by budget, style or scope",info@ on their own domain — the convention. Worth a quick check before a big send.,field-run-004;custom-home-building;FL;convention-email,75,22000,"$12,000","$35,000",06082026
Davila's Remodeling & Construction,info@davilasremodelingandconstruction.com,Kitchen and bath remodeling,Nashville,TN,USA,https://davilasremodelingandconstruction.com,cold-outreach,researched,"Subject: your before-and-afters

Hi [First Name],

Your before-and-afters sell this. They're in a small gallery you can't filter, so the woman with a galley kitchen never finds your galley kitchen.

So you spend Tuesday evening quoting jobs that were never real, and the real one went to whoever answered first.

Projects filterable by room, style and budget. A form that asks about the job, so it arrives ready to quote.

So here's what I'll do. I'll build Davila's Remodeling & Construction that homepage. Free. Not a slide, not a proposal — the actual page, designed for your business. Yours to keep whether you hire me or not.

Want it?

[Sender Name]
Bothmade","Subject: Davila's Remodeling & Construction — built it

Built it. Here.

Before-and-afters filterable by room, style and budget band. The inquiry asks about the room, the scope and the timing — so it lands ready to quote instead of ready to interview.

Static design, so nothing on it works yet. I'd rather show you the real idea than a fake demo.

One question: what do you wish every inquiry told you before you called them back?

[Sender Name]",before-and-afters are what sell this and they sit in a gallery nobody can filter,info@ on their own domain — the convention. Worth a quick check before a big send.,field-run-004;kitchen-and-bath-remodeling;TN;convention-email,75,8500,"$4,000","$15,000",06082026
Designed Landscapes,info@designedlandscapes.com,Landscape design build,Atlanta,GA,USA,https://designedlandscapes.com,cold-outreach,researched,"Subject: design fee, unsaid

Hi [First Name],

Your gardens are genuinely good. A design-led client chooses from images and yours can't be narrowed, so they never find the one that looks like their lot.

So the client who wanted exactly what you do never works out that you do it.

Projects filterable by style, scale and budget. The design process spelled out so the brief arrives specific.

So here's what I'll do. I'll build Designed Landscapes that homepage. Free. Not a slide, not a proposal — the actual page, designed for your business. Yours to keep whether you hire me or not.

Want it?

[Sender Name]
Bothmade","Subject: Designed Landscapes — built it

Here it is.

Projects filterable by style, scale and budget band, with the design process spelled out — so the brief that reaches you already knows what it's asking for.

Static design, so nothing on it works yet. I'd rather show you the real idea than a fake demo.

One question: would publishing a design fee range help you or cost you?

[Sender Name]","design-led buyers choose from images and yours cannot be narrowed by style, scale or budget",info@ on their own domain — the convention. Worth a quick check before a big send.,field-run-004;landscape-design-build;GA;convention-email,75,9000,"$5,000","$16,000",06082026
Divco Custom Homes,info@divcohomes.com,Custom home building,Naples,FL,USA,https://divcohomes.com,cold-outreach,researched,"Subject: the inquiry that wasted your Tuesday

Hi [First Name],

Your work is the sale. I looked at it the way a buyer does and there was no way to narrow it — no budget band, no style, no scope. Forty thumbnails and good luck.

And the inquiries that do land ask for a name and a message, so your first call is an interview instead of a conversation.

Portfolio filterable by budget band, style and scope. Inquiry that asks about the lot, the number and the timing.

Let me build it for you. A real homepage for Divco Custom Homes, on me, before we ever talk money. If it's good you'll know in ten seconds. If it isn't, you've lost nothing.

Want me to build it?

[Sender Name]
Bothmade","Subject: here it is

Here it is — Divco Custom Homes, as promised.

Portfolio filterable by budget, style and scope — so a couple with a specific project finds theirs in about nine seconds. Inquiry that arrives with the lot, the number and the timing on it.

It's a design, not a build — nothing clicks yet. Didn't want to fake a demo.

One thing I'd want your answer on: what do you wish every inquiry told you before you called them back?

[Sender Name]","the portfolio is the whole sale and there is no way to sort it by budget, style or scope",info@ on their own domain — the convention. Worth a quick check before a big send.,field-run-004;custom-home-building;FL;convention-email,75,22000,"$12,000","$35,000",06082026
